	id	question	sexual_orientation	age	marital_status	demographic_race	gender	ethnicity	residency_type	education	RE_job	ownership	treatment	property_chosen	abs_value_diff	value_diff	p_id	Index	question_treatment	question_control	population_density	walk_score	median_household_income	median_age	nb_race	median_rooms_rounded	bedrooms	bathrooms	sq_ft	year_built	housing_density	median_male_age	pct_white	school_districts	pct_lt_hs_grad	median_rooms	pct_hs_grad	pct_at_least_col_grad	GEOID	state	tract	NAME	ALAND	ALAND_SQMI	county	Pair_ID	INTPTLAT	INTPTLONG	iframe	Racial majority detail
10	97	3s	Heterosexual	60	In a domestic partnership	White	Female	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.,I have owned property in the past that I do not currently own.	1.0	Property 2	10000	-10000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
11	99	3s	Heterosexual	27	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have previously worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	13000	-13000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
12	102	3s	Heterosexual	33	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	50000	-50000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
13	103	3s	Heterosexual	36	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	2000	-2000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
14	106	3s	Heterosexual	62	Married	White	Female	No	Rural area: I live outside a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	50000	-50000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
15	108	3s	Heterosexual	59	Single	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	Other (please explain):	I currently rent from a property owner or management company	1.0	Property 2	20000	-20000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
16	109	3s	Heterosexual	46	Separated	White	Female	No	Rural area: I live outside a metropolitan area.	High school	I have previously worked in this field.	I currently own property.	1.0	Property 2	10000	-10000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
17	110	3s	Heterosexual	55	In a domestic partnership	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	35000	-35000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
18	112	3s	Heterosexual	47	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 1	5000	5000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
19	116	3s	Heterosexual	27	Single	East Asian	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	500000	-500000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
20	118	3s	Heterosexual	58	Single	Black or African American	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	15000	-15000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
21	120	3s	Heterosexual	43	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	50000	-50000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
22	121	3s	Heterosexual	38	In a domestic partnership	East Asian	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I have owned property in the past that I do not currently own.,I currently rent from a property owner or management company	1.0	Property 2	200000	-200000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
23	122	3s	Heterosexual	56	Married	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	8000	-8000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
24	124	3s	Heterosexual	60	In a domestic partnership	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Ph.D	I have never studied or worked in this field.	I currently own property.	1.0	Property 1	5000	5000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
25	126	3s	Heterosexual	38	Married	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	15000	-15000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
26	127	3s	Heterosexual	34	Single	Black or African American	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	100000	-100000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
27	128	3s	Heterosexual	48	Single	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 1	75000	75000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
28	130	3s	Heterosexual	60	Married	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 1	5000	5000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
29	132	3s	Heterosexual	31	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	100000	-100000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
30	135	3s	Heterosexual	41	Single	Black or African American	Female	No	Rural area: I live outside a metropolitan area.	Associate's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	50000	-50000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
31	137	3s	Heterosexual	40	In a domestic partnership	White	Male	No	Rural area: I live outside a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	20000	-20000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
32	140	3s	Heterosexual	44	Married	Black or African American	Male	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	2250	-2250	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
33	142	3s	Heterosexual	38	Married	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	Bachelor's	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	95000	-95000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
34	145	3s	Heterosexual	32	Married	White	Female	No	Urban area: I live within the principal city of a metropolitan area.	High school	I have never studied or worked in this field.	I currently do not pay rent or ownership costs	1.0	Property 2	20000	-20000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
35	146	3s	Heterosexual	51	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	High school	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	200000	-200000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
36	149	3s	Heterosexual	46	Single	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Associate's	Other (please explain):	I currently rent from a property owner or management company	1.0	Property 1	25000	25000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
37	150	3s	Heterosexual	35	Single	White	Female	No	Suburban area: I live in a metropolitan area, but not in a city.	Associate's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 2	10000	-10000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
38	153	3s	Heterosexual	39	Married	White	Male	No	Urban area: I live within the principal city of a metropolitan area.	Master's / MBA	I have never studied or worked in this field.	I currently own property.	1.0	Property 2	40000	-40000	2	3831	p3s-1	p3n-1	7034	15	66103	40	asian	4.6	3	2	2116	2002	2601.456816	39.3	0.09763313608999999	['Alhambra Unified School District', 'Montebello Unified School District']	0.1370691393	4.6	0.1876637775	0.4208828865	6037482002	6	482002	Census Tract 4820.02, Los Angeles County, California	2488396	0.961	37	3	34.0488369	-118.1482676	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/52127d97bfcbeea0?cells=test""></iframe>"	asian
39	155	3s	Heterosexual	34	Single	White	Male	No	Suburban area: I live in a metropolitan area, but not in a city.	Bachelor's	I have never studied or worked in this field.	I currently rent from a property owner or management company	1.0	Property 1	22000	22000	1	5492	p3s-1	p3n-1	6441	15	66429	39	white	4.5	3	2	2108	2004	2397.575758	39.2	0.7305231464	['Burbank Unified School District']	0.07502569373	4.5	0.1852517986	0.34917780060000003	6037310800	6	310800	Census Tract 3108, Los Angeles County, California	2136454	0.825	37	3	34.1741488	-118.32218290000002	"<iframe width=""100%"" height=""401"" frameborder=""0""   src=""https://observablehq.com/embed/33c77d1b45912882?cells=test""></iframe>"	white alone
